Name,Skill,Position,Outside Perception,Affiliation,Confirmation Vote %,Years of Experience,Previous Government Service,Degree Level,Institution,Loyalty Score,Policy Priority,Generation,Gender,Home State,Military Service
[[Dan Scavino]],[[communications]],White House Leadership,"Dan Scavino is viewed as one of Trump's most loyal and longest-serving aides, having worked with him since his golf course days. He is seen as a social media expert who understands Trump's communication style perfectly. His recent appointment to head Presidential Personnel Office signals his growing influence, though critics worry about loyalty-based hiring. He is respected for his dedication but seen as an enabler.",Republican,N/A,25,White House Social Media Director 2017-2021,Some college,No degree,5,"Loyalty-based hiring, social media messaging",Gen X,Male,New York,No
[[Dan Scavino]],[[political messaging]],White House Leadership,"Dan Scavino is viewed as one of Trump's most loyal and longest-serving aides, having worked with him since his golf course days. He is seen as a social media expert who understands Trump's communication style perfectly. His recent appointment to head Presidential Personnel Office signals his growing influence, though critics worry about loyalty-based hiring. He is respected for his dedication but seen as an enabler.",Republican,N/A,25,White House Social Media Director 2017-2021,Some college,No degree,5,"Loyalty-based hiring, social media messaging",Gen X,Male,New York,No
[[Dan Scavino]],[[digital media]],White House Leadership,"Dan Scavino is viewed as one of Trump's most loyal and longest-serving aides, having worked with him since his golf course days. He is seen as a social media expert who understands Trump's communication style perfectly. His recent appointment to head Presidential Personnel Office signals his growing influence, though critics worry about loyalty-based hiring. He is respected for his dedication but seen as an enabler.",Republican,N/A,25,White House Social Media Director 2017-2021,Some college,No degree,5,"Loyalty-based hiring, social media messaging",Gen X,Male,New York,No
[[Dan Scavino]],[[personnel management]],White House Leadership,"Dan Scavino is viewed as one of Trump's most loyal and longest-serving aides, having worked with him since his golf course days. He is seen as a social media expert who understands Trump's communication style perfectly. His recent appointment to head Presidential Personnel Office signals his growing influence, though critics worry about loyalty-based hiring. He is respected for his dedication but seen as an enabler.",Republican,N/A,25,White House Social Media Director 2017-2021,Some college,No degree,5,"Loyalty-based hiring, social media messaging",Gen X,Male,New York,No
[[Stephen Miller]],[[Policy development]],White House Leadership,"Stephen Miller is one of the most controversial figures in the administration, viewed by critics as an extremist on immigration and architect of harsh policies including family separation. Supporters see him as a principled advocate for immigration enforcement and national sovereignty. His influence on policy is enormous, and he is seen as ideologically driven and uncompromising.",Republican,N/A,18,"White House Senior Advisor 2017-2021, Senate staff",BA,Duke University,5,"Immigration restriction, border wall",Millennial,Male,California,No
[[Stephen Miller]],[[speechwriting]],White House Leadership,"Stephen Miller is one of the most controversial figures in the administration, viewed by critics as an extremist on immigration and architect of harsh policies including family separation. Supporters see him as a principled advocate for immigration enforcement and national sovereignty. His influence on policy is enormous, and he is seen as ideologically driven and uncompromising.",Republican,N/A,18,"White House Senior Advisor 2017-2021, Senate staff",BA,Duke University,5,"Immigration restriction, border wall",Millennial,Male,California,No
[[Stephen Miller]],[[immigration policy]],White House Leadership,"Stephen Miller is one of the most controversial figures in the administration, viewed by critics as an extremist on immigration and architect of harsh policies including family separation. Supporters see him as a principled advocate for immigration enforcement and national sovereignty. His influence on policy is enormous, and he is seen as ideologically driven and uncompromising.",Republican,N/A,18,"White House Senior Advisor 2017-2021, Senate staff",BA,Duke University,5,"Immigration restriction, border wall",Millennial,Male,California,No
[[Stephen Miller]],[[political strategy]],White House Leadership,"Stephen Miller is one of the most controversial figures in the administration, viewed by critics as an extremist on immigration and architect of harsh policies including family separation. Supporters see him as a principled advocate for immigration enforcement and national sovereignty. His influence on policy is enormous, and he is seen as ideologically driven and uncompromising.",Republican,N/A,18,"White House Senior Advisor 2017-2021, Senate staff",BA,Duke University,5,"Immigration restriction, border wall",Millennial,Male,California,No
[[Stephen Miller]],[[communications]],White House Leadership,"Stephen Miller is one of the most controversial figures in the administration, viewed by critics as an extremist on immigration and architect of harsh policies including family separation. Supporters see him as a principled advocate for immigration enforcement and national sovereignty. His influence on policy is enormous, and he is seen as ideologically driven and uncompromising.",Republican,N/A,18,"White House Senior Advisor 2017-2021, Senate staff",BA,Duke University,5,"Immigration restriction, border wall",Millennial,Male,California,No
[[Peter Navarro]],[[Economics]],Economic Policy,Peter Navarro is viewed as a controversial economist and China hawk who served prison time for contempt of Congress. His heterodox economic views on trade are dismissed by most mainstream economists but embraced by economic nationalists. His return to the administration after imprisonment is seen by critics as rewarding lawlessness and by supporters as vindication of a political persecution victim.,Republican,N/A,40,White House Trade Advisor 2017-2021,PhD,Harvard,5,"China confrontation, trade protectionism",Baby Boomer,Male,California,No
[[Peter Navarro]],[[trade policy]],Economic Policy,Peter Navarro is viewed as a controversial economist and China hawk who served prison time for contempt of Congress. His heterodox economic views on trade are dismissed by most mainstream economists but embraced by economic nationalists. His return to the administration after imprisonment is seen by critics as rewarding lawlessness and by supporters as vindication of a political persecution victim.,Republican,N/A,40,White House Trade Advisor 2017-2021,PhD,Harvard,5,"China confrontation, trade protectionism",Baby Boomer,Male,California,No
[[Peter Navarro]],[[China policy]],Economic Policy,Peter Navarro is viewed as a controversial economist and China hawk who served prison time for contempt of Congress. His heterodox economic views on trade are dismissed by most mainstream economists but embraced by economic nationalists. His return to the administration after imprisonment is seen by critics as rewarding lawlessness and by supporters as vindication of a political persecution victim.,Republican,N/A,40,White House Trade Advisor 2017-2021,PhD,Harvard,5,"China confrontation, trade protectionism",Baby Boomer,Male,California,No
[[Peter Navarro]],[[academic research]],Economic Policy,Peter Navarro is viewed as a controversial economist and China hawk who served prison time for contempt of Congress. His heterodox economic views on trade are dismissed by most mainstream economists but embraced by economic nationalists. His return to the administration after imprisonment is seen by critics as rewarding lawlessness and by supporters as vindication of a political persecution victim.,Republican,N/A,40,White House Trade Advisor 2017-2021,PhD,Harvard,5,"China confrontation, trade protectionism",Baby Boomer,Male,California,No
[[Peter Navarro]],[[political advocacy]],Economic Policy,Peter Navarro is viewed as a controversial economist and China hawk who served prison time for contempt of Congress. His heterodox economic views on trade are dismissed by most mainstream economists but embraced by economic nationalists. His return to the administration after imprisonment is seen by critics as rewarding lawlessness and by supporters as vindication of a political persecution victim.,Republican,N/A,40,White House Trade Advisor 2017-2021,PhD,Harvard,5,"China confrontation, trade protectionism",Baby Boomer,Male,California,No
[[Kevin Hassett]],[[Economics]],Economic Policy,"Kevin Hassett is viewed as a more traditional conservative economist who served in Trump's first term. While more mainstream than Navarro, his optimistic economic forecasts have sometimes proven inaccurate, leading to credibility questions. He is seen as bringing economic expertise but also as willing to support Trump's positions even when they conflict with economic consensus.",Republican,N/A,35,Chair of Council of Economic Advisers 2017-2019,PhD,University of Pennsylvania,4,"Tax policy, economic growth forecasting",Baby Boomer,Male,Virginia,No
[[Kevin Hassett]],[[policy analysis]],Economic Policy,"Kevin Hassett is viewed as a more traditional conservative economist who served in Trump's first term. While more mainstream than Navarro, his optimistic economic forecasts have sometimes proven inaccurate, leading to credibility questions. He is seen as bringing economic expertise but also as willing to support Trump's positions even when they conflict with economic consensus.",Republican,N/A,35,Chair of Council of Economic Advisers 2017-2019,PhD,University of Pennsylvania,4,"Tax policy, economic growth forecasting",Baby Boomer,Male,Virginia,No
[[Kevin Hassett]],[[tax policy]],Economic Policy,"Kevin Hassett is viewed as a more traditional conservative economist who served in Trump's first term. While more mainstream than Navarro, his optimistic economic forecasts have sometimes proven inaccurate, leading to credibility questions. He is seen as bringing economic expertise but also as willing to support Trump's positions even when they conflict with economic consensus.",Republican,N/A,35,Chair of Council of Economic Advisers 2017-2019,PhD,University of Pennsylvania,4,"Tax policy, economic growth forecasting",Baby Boomer,Male,Virginia,No
[[Kevin Hassett]],[[economic forecasting]],Economic Policy,"Kevin Hassett is viewed as a more traditional conservative economist who served in Trump's first term. While more mainstream than Navarro, his optimistic economic forecasts have sometimes proven inaccurate, leading to credibility questions. He is seen as bringing economic expertise but also as willing to support Trump's positions even when they conflict with economic consensus.",Republican,N/A,35,Chair of Council of Economic Advisers 2017-2019,PhD,University of Pennsylvania,4,"Tax policy, economic growth forecasting",Baby Boomer,Male,Virginia,No
[[Kevin Hassett]],[[academic research]],Economic Policy,"Kevin Hassett is viewed as a more traditional conservative economist who served in Trump's first term. While more mainstream than Navarro, his optimistic economic forecasts have sometimes proven inaccurate, leading to credibility questions. He is seen as bringing economic expertise but also as willing to support Trump's positions even when they conflict with economic consensus.",Republican,N/A,35,Chair of Council of Economic Advisers 2017-2019,PhD,University of Pennsylvania,4,"Tax policy, economic growth forecasting",Baby Boomer,Male,Virginia,No
[[Karoline Leavitt]],[[Press relations]],Communications & Media,"Karoline Leavitt is viewed as the youngest White House Press Secretary in history, bringing energy and fierce loyalty to Trump. Critics see her as combative and willing to spread misinformation, while supporters appreciate her aggressive defense of the administration. She represents a new generation of MAGA communicators who prioritize fighting media narratives over traditional press relations.",Republican,N/A,6,White House Assistant Press Secretary 2021,BA,Saint Anselm College,5,"Media combat, narrative control",Gen Z,Female,New Hampshire,No
[[Karoline Leavitt]],[[political communications]],Communications & Media,"Karoline Leavitt is viewed as the youngest White House Press Secretary in history, bringing energy and fierce loyalty to Trump. Critics see her as combative and willing to spread misinformation, while supporters appreciate her aggressive defense of the administration. She represents a new generation of MAGA communicators who prioritize fighting media narratives over traditional press relations.",Republican,N/A,6,White House Assistant Press Secretary 2021,BA,Saint Anselm College,5,"Media combat, narrative control",Gen Z,Female,New Hampshire,No
[[Karoline Leavitt]],[[media strategy]],Communications & Media,"Karoline Leavitt is viewed as the youngest White House Press Secretary in history, bringing energy and fierce loyalty to Trump. Critics see her as combative and willing to spread misinformation, while supporters appreciate her aggressive defense of the administration. She represents a new generation of MAGA communicators who prioritize fighting media narratives over traditional press relations.",Republican,N/A,6,White House Assistant Press Secretary 2021,BA,Saint Anselm College,5,"Media combat, narrative control",Gen Z,Female,New Hampshire,No
[[Karoline Leavitt]],[[public speaking]],Communications & Media,"Karoline Leavitt is viewed as the youngest White House Press Secretary in history, bringing energy and fierce loyalty to Trump. Critics see her as combative and willing to spread misinformation, while supporters appreciate her aggressive defense of the administration. She represents a new generation of MAGA communicators who prioritize fighting media narratives over traditional press relations.",Republican,N/A,6,White House Assistant Press Secretary 2021,BA,Saint Anselm College,5,"Media combat, narrative control",Gen Z,Female,New Hampshire,No
[[Karoline Leavitt]],[[crisis communications]],Communications & Media,"Karoline Leavitt is viewed as the youngest White House Press Secretary in history, bringing energy and fierce loyalty to Trump. Critics see her as combative and willing to spread misinformation, while supporters appreciate her aggressive defense of the administration. She represents a new generation of MAGA communicators who prioritize fighting media narratives over traditional press relations.",Republican,N/A,6,White House Assistant Press Secretary 2021,BA,Saint Anselm College,5,"Media combat, narrative control",Gen Z,Female,New Hampshire,No
[[Steven Cheung]],[[Communications strategy]],Communications & Media,"Steven Cheung is known for his aggressive, combative communication style and loyalty to Trump. He is viewed by critics as epitomizing the administration's confrontational approach to media, while supporters see him as an effective fighter against what they view as biased coverage. His tactics are controversial but acknowledged as effective in the current political environment.",Republican,N/A,20,White House Communications (UFC liaison) 2017-2021,BA,UC Berkeley,5,"Aggressive media strategy, opposition research",Gen X,Male,California,No
[[Steven Cheung]],[[crisis management]],Communications & Media,"Steven Cheung is known for his aggressive, combative communication style and loyalty to Trump. He is viewed by critics as epitomizing the administration's confrontational approach to media, while supporters see him as an effective fighter against what they view as biased coverage. His tactics are controversial but acknowledged as effective in the current political environment.",Republican,N/A,20,White House Communications (UFC liaison) 2017-2021,BA,UC Berkeley,5,"Aggressive media strategy, opposition research",Gen X,Male,California,No
[[Steven Cheung]],[[political messaging]],Communications & Media,"Steven Cheung is known for his aggressive, combative communication style and loyalty to Trump. He is viewed by critics as epitomizing the administration's confrontational approach to media, while supporters see him as an effective fighter against what they view as biased coverage. His tactics are controversial but acknowledged as effective in the current political environment.",Republican,N/A,20,White House Communications (UFC liaison) 2017-2021,BA,UC Berkeley,5,"Aggressive media strategy, opposition research",Gen X,Male,California,No
[[Steven Cheung]],[[media relations]],Communications & Media,"Steven Cheung is known for his aggressive, combative communication style and loyalty to Trump. He is viewed by critics as epitomizing the administration's confrontational approach to media, while supporters see him as an effective fighter against what they view as biased coverage. His tactics are controversial but acknowledged as effective in the current political environment.",Republican,N/A,20,White House Communications (UFC liaison) 2017-2021,BA,UC Berkeley,5,"Aggressive media strategy, opposition research",Gen X,Male,California,No
[[Steven Cheung]],[[opposition research]],Communications & Media,"Steven Cheung is known for his aggressive, combative communication style and loyalty to Trump. He is viewed by critics as epitomizing the administration's confrontational approach to media, while supporters see him as an effective fighter against what they view as biased coverage. His tactics are controversial but acknowledged as effective in the current political environment.",Republican,N/A,20,White House Communications (UFC liaison) 2017-2021,BA,UC Berkeley,5,"Aggressive media strategy, opposition research",Gen X,Male,California,No
[[Vince Haley]],[[Policy development]],Domestic Policy,"Vince Haley is less publicly known but viewed within policy circles as a committed conservative who has worked with Trump since the 2016 campaign. He is seen as ideologically reliable and focused on implementing conservative domestic policy priorities. His lower profile means less public scrutiny, but he is influential in shaping the administration's domestic agenda.",Republican,N/A,25,White House speechwriter 2017-2021,PhD,UC Santa Barbara,5,"Conservative domestic policy, speechwriting",Gen X,Male,California,No
[[Vince Haley]],[[speechwriting]],Domestic Policy,"Vince Haley is less publicly known but viewed within policy circles as a committed conservative who has worked with Trump since the 2016 campaign. He is seen as ideologically reliable and focused on implementing conservative domestic policy priorities. His lower profile means less public scrutiny, but he is influential in shaping the administration's domestic agenda.",Republican,N/A,25,White House speechwriter 2017-2021,PhD,UC Santa Barbara,5,"Conservative domestic policy, speechwriting",Gen X,Male,California,No
[[Vince Haley]],[[conservative advocacy]],Domestic Policy,"Vince Haley is less publicly known but viewed within policy circles as a committed conservative who has worked with Trump since the 2016 campaign. He is seen as ideologically reliable and focused on implementing conservative domestic policy priorities. His lower profile means less public scrutiny, but he is influential in shaping the administration's domestic agenda.",Republican,N/A,25,White House speechwriter 2017-2021,PhD,UC Santa Barbara,5,"Conservative domestic policy, speechwriting",Gen X,Male,California,No
[[Vince Haley]],[[strategic planning]],Domestic Policy,"Vince Haley is less publicly known but viewed within policy circles as a committed conservative who has worked with Trump since the 2016 campaign. He is seen as ideologically reliable and focused on implementing conservative domestic policy priorities. His lower profile means less public scrutiny, but he is influential in shaping the administration's domestic agenda.",Republican,N/A,25,White House speechwriter 2017-2021,PhD,UC Santa Barbara,5,"Conservative domestic policy, speechwriting",Gen X,Male,California,No
[[Vince Haley]],[[political communications]],Domestic Policy,"Vince Haley is less publicly known but viewed within policy circles as a committed conservative who has worked with Trump since the 2016 campaign. He is seen as ideologically reliable and focused on implementing conservative domestic policy priorities. His lower profile means less public scrutiny, but he is influential in shaping the administration's domestic agenda.",Republican,N/A,25,White House speechwriter 2017-2021,PhD,UC Santa Barbara,5,"Conservative domestic policy, speechwriting",Gen X,Male,California,No
[[Sebastian Gorka]],[[Counterterrorism analysis]],National Security & Counterterrorism,"Sebastian Gorka is viewed as a controversial figure with disputed credentials who promotes hardline views on Islam and terrorism. Critics question his academic credentials and view him as promoting dangerous stereotypes, while supporters see him as willing to speak uncomfortable truths about terrorism. His return to the administration after a brief first-term stint is seen as rewarding loyalty over expertise.",Republican,N/A,25,Deputy Assistant to the President 2017,PhD,Corvinus University,5,"Counterterrorism, anti-radical Islam",Gen X,Male,Virginia,No
[[Sebastian Gorka]],[[media communications]],National Security & Counterterrorism,"Sebastian Gorka is viewed as a controversial figure with disputed credentials who promotes hardline views on Islam and terrorism. Critics question his academic credentials and view him as promoting dangerous stereotypes, while supporters see him as willing to speak uncomfortable truths about terrorism. His return to the administration after a brief first-term stint is seen as rewarding loyalty over expertise.",Republican,N/A,25,Deputy Assistant to the President 2017,PhD,Corvinus University,5,"Counterterrorism, anti-radical Islam",Gen X,Male,Virginia,No
[[Sebastian Gorka]],[[political commentary]],National Security & Counterterrorism,"Sebastian Gorka is viewed as a controversial figure with disputed credentials who promotes hardline views on Islam and terrorism. Critics question his academic credentials and view him as promoting dangerous stereotypes, while supporters see him as willing to speak uncomfortable truths about terrorism. His return to the administration after a brief first-term stint is seen as rewarding loyalty over expertise.",Republican,N/A,25,Deputy Assistant to the President 2017,PhD,Corvinus University,5,"Counterterrorism, anti-radical Islam",Gen X,Male,Virginia,No
[[Sebastian Gorka]],[[national security strategy]],National Security & Counterterrorism,"Sebastian Gorka is viewed as a controversial figure with disputed credentials who promotes hardline views on Islam and terrorism. Critics question his academic credentials and view him as promoting dangerous stereotypes, while supporters see him as willing to speak uncomfortable truths about terrorism. His return to the administration after a brief first-term stint is seen as rewarding loyalty over expertise.",Republican,N/A,25,Deputy Assistant to the President 2017,PhD,Corvinus University,5,"Counterterrorism, anti-radical Islam",Gen X,Male,Virginia,No
[[David Warrington]],[[Legal strategy]],Legal Affairs,"David Warrington is viewed as a Trump personal attorney who has defended him in various legal matters. His appointment as White House Counsel raises concerns about the blurring of personal and official legal representation. Critics worry about conflicts of interest, while supporters see him as a trusted legal advisor who will protect presidential prerogatives.",Republican,N/A,20,None,JD,George Mason University,5,"Presidential legal defense, executive power",Gen X,Male,Virginia,No
[[David Warrington]],[[white-collar defense]],Legal Affairs,"David Warrington is viewed as a Trump personal attorney who has defended him in various legal matters. His appointment as White House Counsel raises concerns about the blurring of personal and official legal representation. Critics worry about conflicts of interest, while supporters see him as a trusted legal advisor who will protect presidential prerogatives.",Republican,N/A,20,None,JD,George Mason University,5,"Presidential legal defense, executive power",Gen X,Male,Virginia,No
[[David Warrington]],[[political law]],Legal Affairs,"David Warrington is viewed as a Trump personal attorney who has defended him in various legal matters. His appointment as White House Counsel raises concerns about the blurring of personal and official legal representation. Critics worry about conflicts of interest, while supporters see him as a trusted legal advisor who will protect presidential prerogatives.",Republican,N/A,20,None,JD,George Mason University,5,"Presidential legal defense, executive power",Gen X,Male,Virginia,No
[[David Warrington]],[[crisis management]],Legal Affairs,"David Warrington is viewed as a Trump personal attorney who has defended him in various legal matters. His appointment as White House Counsel raises concerns about the blurring of personal and official legal representation. Critics worry about conflicts of interest, while supporters see him as a trusted legal advisor who will protect presidential prerogatives.",Republican,N/A,20,None,JD,George Mason University,5,"Presidential legal defense, executive power",Gen X,Male,Virginia,No
[[David Warrington]],[[litigation]],Legal Affairs,"David Warrington is viewed as a Trump personal attorney who has defended him in various legal matters. His appointment as White House Counsel raises concerns about the blurring of personal and official legal representation. Critics worry about conflicts of interest, while supporters see him as a trusted legal advisor who will protect presidential prerogatives.",Republican,N/A,20,None,JD,George Mason University,5,"Presidential legal defense, executive power",Gen X,Male,Virginia,No
[[Will Scharf]],[[Legal affairs]],White House Leadership,"Will Scharf is viewed as a young conservative lawyer who represented Trump in legal cases and brings both legal expertise and political loyalty. As Staff Secretary, he controls paper flow to the president, making him influential despite low public profile. He is seen as competent but also as part of the pattern of appointing personal lawyers to government positions.",Republican,N/A,12,None,JD,Yale Law School,5,"Legal strategy, paper flow control",Millennial,Male,Missouri,No
[[Will Scharf]],[[policy coordination]],White House Leadership,"Will Scharf is viewed as a young conservative lawyer who represented Trump in legal cases and brings both legal expertise and political loyalty. As Staff Secretary, he controls paper flow to the president, making him influential despite low public profile. He is seen as competent but also as part of the pattern of appointing personal lawyers to government positions.",Republican,N/A,12,None,JD,Yale Law School,5,"Legal strategy, paper flow control",Millennial,Male,Missouri,No
[[Will Scharf]],[[political strategy]],White House Leadership,"Will Scharf is viewed as a young conservative lawyer who represented Trump in legal cases and brings both legal expertise and political loyalty. As Staff Secretary, he controls paper flow to the president, making him influential despite low public profile. He is seen as competent but also as part of the pattern of appointing personal lawyers to government positions.",Republican,N/A,12,None,JD,Yale Law School,5,"Legal strategy, paper flow control",Millennial,Male,Missouri,No
[[Will Scharf]],[[appellate litigation]],White House Leadership,"Will Scharf is viewed as a young conservative lawyer who represented Trump in legal cases and brings both legal expertise and political loyalty. As Staff Secretary, he controls paper flow to the president, making him influential despite low public profile. He is seen as competent but also as part of the pattern of appointing personal lawyers to government positions.",Republican,N/A,12,None,JD,Yale Law School,5,"Legal strategy, paper flow control",Millennial,Male,Missouri,No
[[Will Scharf]],[[constitutional law]],White House Leadership,"Will Scharf is viewed as a young conservative lawyer who represented Trump in legal cases and brings both legal expertise and political loyalty. As Staff Secretary, he controls paper flow to the president, making him influential despite low public profile. He is seen as competent but also as part of the pattern of appointing personal lawyers to government positions.",Republican,N/A,12,None,JD,Yale Law School,5,"Legal strategy, paper flow control",Millennial,Male,Missouri,No
[[Massad Boulos]],[[Business development]],Foreign Affairs,"Massad Boulos is viewed as Trump's son-in-law's father (Tiffany Trump's father-in-law) whose appointment raises nepotism concerns. His Lebanese business background and connections to Middle Eastern leaders are seen as potentially valuable for regional diplomacy, but critics worry about conflicts of interest and lack of government experience. His role is viewed as reflecting Trump's preference for personal relationships in foreign policy.",Republican,N/A,40,None,Business degree,Lebanese university,5,"Middle East diplomacy, family connections",Baby Boomer,Male,Florida,No
[[Massad Boulos]],[[Middle East relations]],Foreign Affairs,"Massad Boulos is viewed as Trump's son-in-law's father (Tiffany Trump's father-in-law) whose appointment raises nepotism concerns. His Lebanese business background and connections to Middle Eastern leaders are seen as potentially valuable for regional diplomacy, but critics worry about conflicts of interest and lack of government experience. His role is viewed as reflecting Trump's preference for personal relationships in foreign policy.",Republican,N/A,40,None,Business degree,Lebanese university,5,"Middle East diplomacy, family connections",Baby Boomer,Male,Florida,No
[[Massad Boulos]],[[international business]],Foreign Affairs,"Massad Boulos is viewed as Trump's son-in-law's father (Tiffany Trump's father-in-law) whose appointment raises nepotism concerns. His Lebanese business background and connections to Middle Eastern leaders are seen as potentially valuable for regional diplomacy, but critics worry about conflicts of interest and lack of government experience. His role is viewed as reflecting Trump's preference for personal relationships in foreign policy.",Republican,N/A,40,None,Business degree,Lebanese university,5,"Middle East diplomacy, family connections",Baby Boomer,Male,Florida,No
[[Massad Boulos]],[[political networking]],Foreign Affairs,"Massad Boulos is viewed as Trump's son-in-law's father (Tiffany Trump's father-in-law) whose appointment raises nepotism concerns. His Lebanese business background and connections to Middle Eastern leaders are seen as potentially valuable for regional diplomacy, but critics worry about conflicts of interest and lack of government experience. His role is viewed as reflecting Trump's preference for personal relationships in foreign policy.",Republican,N/A,40,None,Business degree,Lebanese university,5,"Middle East diplomacy, family connections",Baby Boomer,Male,Florida,No
[[Massad Boulos]],[[cultural diplomacy]],Foreign Affairs,"Massad Boulos is viewed as Trump's son-in-law's father (Tiffany Trump's father-in-law) whose appointment raises nepotism concerns. His Lebanese business background and connections to Middle Eastern leaders are seen as potentially valuable for regional diplomacy, but critics worry about conflicts of interest and lack of government experience. His role is viewed as reflecting Trump's preference for personal relationships in foreign policy.",Republican,N/A,40,None,Business degree,Lebanese university,5,"Middle East diplomacy, family connections",Baby Boomer,Male,Florida,No
[[Michael Kratsios]],[[Technology policy]],Science & Technology,"Michael Kratsios is viewed as a young tech policy expert who served in Trump's first term and brings Silicon Valley connections. He is seen as more focused on technology competition with China and innovation than on science for its own sake. His strong Senate confirmation (74-25) suggests bipartisan respect for his competence, though some scientists worry about politicization of science policy.",Republican,74.7%,15,"U.S. CTO 2019-2021, Deputy U.S. CTO 2017-2019",BA,Princeton University,4,"Tech competition with China, AI policy",Millennial,Male,South Carolina,No
[[Michael Kratsios]],[[venture capital]],Science & Technology,"Michael Kratsios is viewed as a young tech policy expert who served in Trump's first term and brings Silicon Valley connections. He is seen as more focused on technology competition with China and innovation than on science for its own sake. His strong Senate confirmation (74-25) suggests bipartisan respect for his competence, though some scientists worry about politicization of science policy.",Republican,74.7%,15,"U.S. CTO 2019-2021, Deputy U.S. CTO 2017-2019",BA,Princeton University,4,"Tech competition with China, AI policy",Millennial,Male,South Carolina,No
[[Michael Kratsios]],[[innovation strategy]],Science & Technology,"Michael Kratsios is viewed as a young tech policy expert who served in Trump's first term and brings Silicon Valley connections. He is seen as more focused on technology competition with China and innovation than on science for its own sake. His strong Senate confirmation (74-25) suggests bipartisan respect for his competence, though some scientists worry about politicization of science policy.",Republican,74.7%,15,"U.S. CTO 2019-2021, Deputy U.S. CTO 2017-2019",BA,Princeton University,4,"Tech competition with China, AI policy",Millennial,Male,South Carolina,No
[[Michael Kratsios]],[[government-industry relations]],Science & Technology,"Michael Kratsios is viewed as a young tech policy expert who served in Trump's first term and brings Silicon Valley connections. He is seen as more focused on technology competition with China and innovation than on science for its own sake. His strong Senate confirmation (74-25) suggests bipartisan respect for his competence, though some scientists worry about politicization of science policy.",Republican,74.7%,15,"U.S. CTO 2019-2021, Deputy U.S. CTO 2017-2019",BA,Princeton University,4,"Tech competition with China, AI policy",Millennial,Male,South Carolina,No
[[Michael Kratsios]],[[emerging technologies]],Science & Technology,"Michael Kratsios is viewed as a young tech policy expert who served in Trump's first term and brings Silicon Valley connections. He is seen as more focused on technology competition with China and innovation than on science for its own sake. His strong Senate confirmation (74-25) suggests bipartisan respect for his competence, though some scientists worry about politicization of science policy.",Republican,74.7%,15,"U.S. CTO 2019-2021, Deputy U.S. CTO 2017-2019",BA,Princeton University,4,"Tech competition with China, AI policy",Millennial,Male,South Carolina,No
[[Todd Blanche]],[[Criminal defense]],Justice & Legal Affairs,"Todd Blanche is viewed primarily as Trump's personal criminal defense attorney who represented him in multiple cases. His appointment as Deputy Attorney General is seen by critics as inappropriate and a sign of DOJ politicization, while supporters view him as a talented lawyer who will restore what they see as fairness to the Justice Department. His loyalty to Trump is unquestioned.",Republican,53.6%,25,None,JD,Brooklyn Law School,5,"DOJ reform, Trump legal protection",Gen X,Male,New York,No
[[Todd Blanche]],[[white-collar litigation]],Justice & Legal Affairs,"Todd Blanche is viewed primarily as Trump's personal criminal defense attorney who represented him in multiple cases. His appointment as Deputy Attorney General is seen by critics as inappropriate and a sign of DOJ politicization, while supporters view him as a talented lawyer who will restore what they see as fairness to the Justice Department. His loyalty to Trump is unquestioned.",Republican,53.6%,25,None,JD,Brooklyn Law School,5,"DOJ reform, Trump legal protection",Gen X,Male,New York,No
[[Todd Blanche]],[[legal strategy]],Justice & Legal Affairs,"Todd Blanche is viewed primarily as Trump's personal criminal defense attorney who represented him in multiple cases. His appointment as Deputy Attorney General is seen by critics as inappropriate and a sign of DOJ politicization, while supporters view him as a talented lawyer who will restore what they see as fairness to the Justice Department. His loyalty to Trump is unquestioned.",Republican,53.6%,25,None,JD,Brooklyn Law School,5,"DOJ reform, Trump legal protection",Gen X,Male,New York,No
[[Todd Blanche]],[[trial advocacy]],Justice & Legal Affairs,"Todd Blanche is viewed primarily as Trump's personal criminal defense attorney who represented him in multiple cases. His appointment as Deputy Attorney General is seen by critics as inappropriate and a sign of DOJ politicization, while supporters view him as a talented lawyer who will restore what they see as fairness to the Justice Department. His loyalty to Trump is unquestioned.",Republican,53.6%,25,None,JD,Brooklyn Law School,5,"DOJ reform, Trump legal protection",Gen X,Male,New York,No
[[Todd Blanche]],[[appellate practice]],Justice & Legal Affairs,"Todd Blanche is viewed primarily as Trump's personal criminal defense attorney who represented him in multiple cases. His appointment as Deputy Attorney General is seen by critics as inappropriate and a sign of DOJ politicization, while supporters view him as a talented lawyer who will restore what they see as fairness to the Justice Department. His loyalty to Trump is unquestioned.",Republican,53.6%,25,None,JD,Brooklyn Law School,5,"DOJ reform, Trump legal protection",Gen X,Male,New York,No
[[Christopher Landau]],[[Diplomacy]],Foreign Affairs,"Christopher Landau is viewed as a respected attorney and former ambassador to Mexico who brings both legal expertise and diplomatic experience. His appointment as Deputy Secretary of State is seen as more traditional and competent than some Trump picks. He is viewed as capable and experienced, though his willingness to serve under Trump's unconventional foreign policy approach is noted.",Republican,66.0%,35,Ambassador to Mexico 2019-2021,JD,Harvard Law School,3,"Latin America relations, legal diplomacy",Baby Boomer,Male,Maryland,No
